show_id,type,title,director,date_added,release_year,rating,duration
s1028,Movie,Bokeh,"Geoffrey Orthwein, Andrew Sullivan",22-Jun-17,2017,TV-14,92 min
s1029,TV Show,Bolívar,"Luis Alberto Restrepo, Andrés Beltrán, Jaime Rayo",21-Jun-19,2019,TV-MA,1 Season
s1030,Movie,Bollywood Calling,Nagesh Kukunoor,15-Apr-19,2001,TV-MA,102 min
s1031,Movie,Bolt,"Byron Howard, Chris Williams",22-Jul-18,2008,PG,99 min
s1032,Movie,Bomb Scared,Borja Cobeaga,12-Oct-17,2017,TV-MA,89 min
s1033,Movie,Bombairiya,Pia Sukanya,15-Mar-19,2018,TV-MA,108 min
s1034,Movie,Bombay Talkies,"Anurag Kashyap, Dibakar Banerjee, Karan Johar, Zoya Akhtar",5-Jul-20,2013,TV-MA,123 min
s1035,Movie,Bombshell,Riccardo Pilizzeri,1-Oct-16,2016,TV-MA,86 min
s1036,Movie,Bombshell: The Hedy Lamarr Story,Alexandra Dean,31-May-18,2017,TV-14,89 min
s1037,Movie,Bon Bini Holland,Jelle de Jonge,1-Sep-16,2015,TV-MA,88 min
s1038,Movie,Bon Cop Bad Cop 2,Alain Desrochers,11-Nov-17,2017,TV-MA,126 min
s1039,Movie,"Bon Cop, Bad Cop",Erik Canuel,15-Mar-17,2006,TV-MA,117 min
s1040,TV Show,Bondi Rescue,," November 1, 2019",2016,TV-PG,1 Season
s1041,TV Show,BONDING,,22-Sep-19,2019,TV-MA,1 Season
s1042,Movie,Bonnie and Clyde,Arthur Penn,1-Jan-21,1967,R,111 min
s1043,TV Show,Bonus Family,,12-Jul-19,2019,TV-MA,3 Seasons
s1044,TV Show,Booba,,16-Jan-20,2019,TV-Y7,3 Seasons
s1045,TV Show,Bookmarks,,1-Sep-20,2020,TV-Y,1 Season
s1046,Movie,Boom,Kaizad Gustad,1-Mar-18,2003,TV-MA,79 min
s1047,TV Show,Border Patrol,,2-Oct-19,2016,TV-PG,1 Season
s1048,TV Show,Border Security: America's Front Line,,1-Jan-20,2018,TV-14,1 Season
s1049,TV Show,Borderline,," December 2, 2017",2017,TV-14,2 Seasons
s1050,TV Show,Borderliner,,6-Mar-18,2017,TV-MA,1 Season
s1051,TV Show,Bordertown,,11-May-20,2019,TV-MA,3 Seasons
s1052,TV Show,Borgen,,1-Sep-20,2012,TV-MA,3 Seasons
s1053,TV Show,Borges,,25-Jun-18,2018,TV-MA,1 Season
s1054,Movie,Born Beautiful,Perci Intalan,8-Apr-20,2019,TV-MA,96 min
s1055,Movie,Born in Gaza,Hernán Zin,17-May-19,2014,TV-14,70 min
s1056,Movie,Born in Syria,Hernán Zin,17-May-19,2016,TV-14,87 min
s1057,Movie,Born Racer,Bryn Evans,8-Jul-20,2018,R,89 min
s1058,Movie,Born Strong,"Gary Cohen, Ross Hockrow",31-Dec-17,2017,TV-MA,86 min
s1059,Movie,Born to Be Free,Gayane Petrosyan,1-Apr-17,2016,TV-14,74 min
s1060,Movie,Boss,Anthony D'Souza,5-Jul-20,2013,TV-14,139 min
s1061,Movie,Bosta,Philippe Aractingi,19-Oct-20,2005,TV-14,112 min
s1062,TV Show,Botched Up Bodies,,2-Oct-19,2013,TV-MA,1 Season
s1063,TV Show,Bottersnikes & Gumbles,,24-Mar-17,2017,TV-Y7,2 Seasons
s1064,Movie,Bottom of the World,Richard Sears,28-May-20,2017,TV-MA,84 min
s1065,TV Show,Bountiful Blessings,,1-Aug-17,2011,TV-14,1 Season
s1066,Movie,Boushkash,"Ahmed Yousry, Hazem Fouda",28-Apr-20,2008,TV-MA,100 min
s1067,Movie,Boy and the World,Alê Abreu,1-Oct-17,2013,PG,80 min
s1068,Movie,Boy Bye,Chris Stokes,2-Apr-19,2016,TV-MA,86 min
s1069,Movie,Boy Missing,Mar Targarona,19-Feb-17,2016,TV-MA,105 min
s1070,Movie,Boyka: Undisputed,Todor Chapkanov,1-Aug-19,2016,R,90 min
s1071,TV Show,Boys Over Flowers,,16-May-20,2009,TV-14,1 Season
s1072,Movie,Brad Paisley's Comedy Rodeo,Jay Chapman,15-Aug-17,2017,TV-MA,63 min
s1073,Movie,Brahman Naman,Qaushiq Mukherjee,6-Jul-16,2016,TV-MA,96 min
s1074,TV Show,Brain Games,," March 15, 2019",2016,TV-G,3 Seasons
s1075,Movie,Brain on Fire,Gerard Barrett,22-Jun-18,2016,PG-13,89 min
s1076,TV Show,Brainchild,,2-Nov-18,2018,TV-G,1 Season
s1077,Movie,Brampton's Own,Michael Doneger,19-Apr-19,2018,TV-MA,90 min
s1078,Movie,Bratz: The Movie,Sean McNamara,29-Jun-20,2007,PG,102 min
s1079,Movie,Brave Blue World: Racing to Solve Our Water Crisis,Tim Neeves,21-Oct-20,2020,TV-PG,51 min
s1080,TV Show,Brave Miss World,Cecilia Peck,17-Feb-18,2013,TV-14,1 Season
s1081,Movie,Brave New Jersey,Jody Lambert,15-Dec-17,2016,TV-MA,92 min
s1082,Movie,Braven,Lin Oeding,17-Dec-20,2018,R,94 min
s1083,TV Show,Braxton Family Values,,15-Feb-20,2014,TV-PG,2 Seasons
s1084,TV Show,Bread Barbershop,,15-Aug-20,2020,TV-Y,1 Season
s1085,Movie,Break,Marc Fouchard,3-Dec-20,2018,TV-MA,96 min
s1086,TV Show,BREAK IT ALL: The History of Rock in Latin America,Picky Talarico,16-Dec-20,2020,TV-MA,1 Season
s1087,Movie,Break Ke Baad,Danish Aslam,19-Nov-20,2010,TV-14,108 min
s1088,Movie,Break Up 100,Lawrence Cheng,1-Dec-18,2014,TV-14,105 min
s1089,TV Show,"Breakfast, Lunch & Dinner",,23-Oct-19,2019,TV-MA,1 Season
s1090,TV Show,Breaking Bad,,2-Aug-13,2013,TV-MA,5 Seasons
s1091,Movie,Breaking Free,Sridhar Rangayan,15-Dec-17,2015,TV-MA,81 min
s1092,Movie,Breaking the Bank,Vadim Jean,1-Jan-20,2014,TV-PG,105 min
s1093,TV Show,Breakout,,1-Jul-17,2010,TV-14,1 Season
s1094,Movie,Breath,Simon Baker,5-Dec-18,2018,TV-MA,116 min
s1095,Movie,Brené Brown: The Call to Courage,Sandra Restrepo,19-Apr-19,2019,TV-14,77 min
s1096,TV Show,Brews Brothers,,10-Apr-20,2020,TV-MA,1 Season
s1097,Movie,Brian Regan: Nunchucks and Flamethrowers,Troy Miller,21-Nov-17,2017,TV-PG,61 min
s1098,Movie,Brick,Rian Johnson,1-Sep-18,2005,R,110 min
s1099,Movie,Bride For Rent,Mae Czarina Cruz,27-Feb-19,2014,TV-PG,110 min
s1100,Movie,Bridezilla,Andibachtiar Yusuf,24-Dec-20,2019,TV-MA,94 min
s1101,TV Show,Bridgerton,,25-Dec-20,2020,TV-MA,1 Season
s1102,Movie,Bridget Christie: Stand Up for Her,,31-Mar-17,2016,TV-MA,51 min
s1103,Movie,Bright,David Ayer,22-Dec-17,2017,TV-MA,118 min
s1104,TV Show,Bright: The Music Videos,David Ayer,23-Nov-17,2017,TV-MA,1 Season
s1105,Movie,Brij Mohan Amar Rahe,Nikhil Nagesh Bhat,4-Aug-18,2018,TV-MA,100 min
s1106,TV Show,"Bring It On, Ghost",Park Joon-hwa,30-Oct-19,2016,TV-14,1 Season
s1107,Movie,Bring It On: Worldwide Showdown,Robert Adetuyi,29-Aug-17,2017,PG-13,95 min
s1108,TV Show,Bringing Sexy Back,,2-Oct-19,2015,TV-14,1 Season
s1109,TV Show,Broadchurch,,27-Nov-17,2017,TV-MA,3 Seasons
s1110,TV Show,Broken,,27-Nov-19,2019,TV-14,1 Season
s1111,TV Show,Bromance,,1-Dec-16,2015,TV-PG,1 Season
s1112,Movie,Brooklyn's Finest,Antoine Fuqua,1-Oct-18,2009,R,133 min
s1113,Movie,Brother,Julien Abraham,22-Nov-19,2019,TV-MA,97 min
s1114,Movie,Brother in Love,Onur Bilgetay,4-Oct-19,2019,TV-MA,110 min
s1115,Movie,Brother's Shadow,Todd S. Yellin,1-Sep-17,2006,TV-MA,90 min
s1116,TV Show,Brotherhood,,25-Oct-19,2019,TV-MA,1 Season
s1117,Movie,Brotherhood of Blades II: The Infernal Battlefield,Lu Yang,28-Nov-18,2017,TV-MA,120 min
s1118,Movie,Brothers,Karan Malhotra,1-Apr-20,2015,TV-14,155 min
s1119,TV Show,Brown Nation,,15-Nov-16,2016,TV-14,1 Season
s1120,Movie,Bruno and Boots: Go Jump in the Pool,Vivieno Caldinelli,24-Jun-17,2016,TV-PG,91 min
s1121,Movie,Bruno and Boots: The Wizzle War,Vivieno Caldinelli,1-Jul-17,2017,TV-PG,90 min
s1122,Movie,Bruno and Boots: This Can't Be Happening at Macdonald Hall,Vivieno Caldinelli,24-Jun-17,2017,TV-PG,90 min
s1123,Movie,Bucket List,Tejas Prabha Vijay Deoskar,5-Nov-18,2018,TV-14,129 min
s1124,Movie,Budapest,Xavier Gens,1-Mar-19,2018,TV-MA,103 min
s1125,TV Show,Buddha,,1-Apr-18,2013,TV-PG,1 Season
s1126,TV Show,Buddi,,11-Sep-20,2020,TV-Y,2 Seasons
s1127,Movie,Buddies,Marcelo Galvão,15-Feb-19,2012,TV-MA,103 min
s1128,TV Show,Buddy Thunderstruck,,10-Mar-17,2017,TV-Y7,1 Season
s1129,Movie,Buddy Thunderstruck: The Maybe Pile,Harry Chaskin,14-Jul-17,2017,TV-Y7,14 min
s1130,Movie,Budhia Singh: Born to Run,Soumendra Padhi,5-Jul-20,2016,TV-MA,95 min
s1131,Movie,Buffalo Boys,Mike Wiluan,12-Apr-19,2018,TV-MA,103 min
s1132,Movie,Bugs,Andreas Johnsen,20-Feb-18,2016,TV-G,73 min
s1133,Movie,Bulbbul,Anvita Dutt,24-Jun-20,2020,TV-MA,94 min
s1134,Movie,Bulbul Can Sing,Rima Das,15-Jan-20,2018,TV-14,95 min
s1135,Movie,Bullet Head,"Paul Solet, Rick Benattar",7-Mar-18,2017,R,94 min
s1136,Movie,Bulletproof 2,Don Michael Paul,9-Jan-20,2020,TV-MA,97 min
s1137,Movie,Bullitt County,David McCracken,1-Jun-19,2018,TV-MA,98 min
s1138,Movie,Bully,Lee Hirsch,29-Sep-20,2012,PG-13,98 min
s1139,TV Show,Bumping Mics with Jeff Ross & Dave Attell,,27-Nov-18,2018,TV-MA,1 Season
s1140,TV Show,Bunk'd,,24-Aug-20,2020,TV-G,4 Seasons
s1141,TV Show,"Bure Kaam Bura Natija, Kyun Bhai Chacha Haan Bhatija",,31-Mar-18,2017,TV-PG,1 Season
s1142,Movie,Burlesque,Steve Antin,16-Dec-19,2010,PG-13,119 min
s1143,Movie,Burlesque: Heart of the Glitter Tribe,Jon Manning,1-Jun-17,2017,TV-MA,76 min
s1144,Movie,Burn Out,Yann Gozlan,15-Mar-19,2017,TV-MA,104 min
s1145,TV Show,Burned Cocoon,,1-Apr-17,2005,TV-MA,1 Season
s1146,Movie,Burning,Lee Chang-dong,29-Apr-19,2018,TV-MA,148 min
s1147,Movie,Burning Cane,Phillip Youmans,6-Nov-19,2019,TV-MA,78 min
s1148,Movie,Burning Sands,Gerard McMurray,10-Mar-17,2017,TV-MA,102 min
s1149,TV Show,Burnistoun,," October 1, 2019",2012,TV-MA,2 Seasons
s1150,Movie,Bushwick,"Cary Murnion, Jonathan Milott",24-Nov-17,2017,TV-MA,94 min
s1151,TV Show,Busted!,,8-Nov-19,2019,TV-14,2 Seasons
s1152,Movie,Buster's Mal Heart,Sarah Adina Smith,26-Aug-17,2016,TV-MA,98 min
s1153,Movie,Butterfield 8,Daniel Mann,1-Nov-19,1960,TV-14,108 min
s1154,Movie,BuyBust,Erik Matti,13-Nov-18,2018,TV-MA,128 min
s1155,Movie,Bwakaw,Jun Lana,16-Dec-20,2012,TV-MA,110 min
s1156,Movie,By the Sea,Angelina Jolie,16-Feb-20,2015,R,122 min
s1157,Movie,Bye Bye London,Almunsif Alsuwaisi,21-May-20,1981,TV-14,177 min
s1158,Movie,Bygones Be Bygones,Hakan Algül,11-Oct-19,2017,TV-MA,104 min
s1159,Movie,Bypass Road,Naman Nitin Mukesh,15-Mar-20,2019,TV-14,135 min
s1160,Movie,C Kkompany,Sachin Yardi,31-May-19,2008,TV-14,127 min
s1161,Movie,Cézanne et moi,Daniele Thompson,7-Sep-17,2016,R,114 min
s1162,Movie,Cabin Fever,Travis Zariwny,6-Jun-19,2016,R,98 min
s1163,TV Show,Cabins in the Wild with Dick Strawbridge,,15-Sep-18,2017,TV-PG,1 Season
s1164,TV Show,Cable Girls,,3-Jul-20,2019,TV-MA,6 Seasons
s1165,Movie,Cadaver,Jarand Herdal,22-Oct-20,2020,TV-MA,87 min
s1166,TV Show,Cagaster of an Insect Cage,,6-Feb-20,2020,TV-MA,1 Season
s1167,Movie,Cahaya Dari Timur Beta Maluku,Angga Dwimas Sasongko,5-Oct-18,2014,TV-14,151 min
s1168,Movie,Caida del Cielo,Néstor Sánchez Sotelo,20-Jan-17,2016,TV-MA,78 min
s1169,TV Show,Cain and Abel,,12-Mar-19,2009,TV-MA,1 Season
s1170,Movie,Cairo Station,Youssef Chahine,18-Jun-20,1958,TV-14,73 min
s1171,Movie,Cake,Asim Abbasi,15-May-19,2018,TV-MA,125 min
s1172,Movie,Calendar Girls,Madhur Bhandarkar,15-Oct-17,2015,TV-14,126 min
s1173,Movie,Calibre,Matt Palmer,29-Jun-18,2018,TV-MA,101 min
s1174,TV Show,Calico Critters,,1-Nov-18,2018,TV-Y,1 Season
s1175,TV Show,Calico Critters Mini Episodes Clover,,1-Mar-20,2020,TV-Y,1 Season
s1176,Movie,Calico Critters: A Town of Dreams,Momoko Kamiya,1-Nov-18,2017,TV-Y,11 min
s1177,Movie,Calico Critters: Everyone's Big Dream Flying in the Sky,Momoko Kamiya,1-Mar-20,2019,TV-Y,11 min
s1178,Movie,Calico Critters: The Treasure of Calico Village,Momoko Kamiya,1-Nov-18,2017,TV-Y,22 min
s1179,TV Show,Caliphate,,18-Mar-20,2020,TV-MA,1 Season
s1180,TV Show,Call Me Francis,,16-Dec-16,2016,TV-14,1 Season
s1181,TV Show,Call My Agent!,,4-Jan-19,2018,TV-MA,3 Seasons
s1182,TV Show,Call the Midwife,Philippa Lowthorpe,15-Sep-20,2020,TV-MA,9 Seasons
s1183,Movie,Calum von Moger: Unbroken,Vlad Yudin,13-Aug-19,2019,TV-MA,93 min
s1184,Movie,Cam,Daniel Goldhaber,16-Nov-18,2018,TV-MA,95 min
s1185,TV Show,Camarón Revolution,,18-Jul-18,2018,TV-14,1 Season
s1186,Movie,Camarón: The Film,Alexis Morante,18-Jul-18,2018,TV-14,105 min
s1187,TV Show,Camelia la Texana,Carlos Bolado,1-Feb-17,2014,TV-14,1 Season
s1188,Movie,Camera Store,Scott Marshall Smith,20-Aug-17,2016,TV-MA,104 min
s1189,Movie,Camp Cool Kids,Lisa Arnold,1-Jan-18,2017,TV-G,104 min
s1190,TV Show,Camp X,,1-Feb-19,2014,TV-MA,1 Season
s1191,Movie,Camp X-Ray,Peter Sattler,14-Jan-17,2014,R,117 min
s1192,TV Show,Can We Get Married?,,22-May-17,2012,TV-14,1 Season
s1193,TV Show,Can You Hear Me?,,2-Nov-20,2020,TV-MA,2 Seasons
s1194,TV Show,"Can't Cope, Won't Cope",,28-May-20,2018,TV-MA,2 Seasons
s1195,Movie,Can't Hardly Wait,"Harry Elfont, Deborah Kaplan",1-Jan-21,1998,PG-13,101 min
s1196,Movie,Can't Help Falling in Love,Mae Czarina Cruz,27-Feb-19,2017,TV-14,120 min
s1197,Movie,Can’t Complain,Ahmed Nader Galal,3-Jun-20,2007,TV-MA,114 min
s1198,Movie,Candy Jar,Ben Shelton,27-Apr-18,2018,TV-14,93 min
s1199,TV Show,Candy Online,,17-Nov-19,2019,TV-MA,1 Season
s1200,Movie,Candyflip,Shanawaz Nellikunnil,15-Feb-19,2017,TV-MA,104 min
s1201,Movie,Candyman,Bernard Rose,1-Oct-19,1992,R,99 min
s1202,TV Show,Cannabis,,15-Dec-16,2016,TV-MA,1 Season
s1203,TV Show,Cannon Busters,,15-Aug-19,2019,TV-MA,1 Season
s1204,Movie,Canvas,Frank E. Abney III,11-Dec-20,2020,G,9 min
s1205,Movie,Capital in the Twenty-First Century,Justin Pemberton,8-Sep-20,2019,TV-14,103 min
s1206,Movie,Cappuccino,Noushad,1-Jul-18,2017,TV-PG,126 min
s1207,Movie,Captain Underpants Epic Choice-o-Rama,,11-Feb-20,2020,TV-Y7,81 min
s1208,Movie,Captain Underpants Mega Blissmas,"Erik Kling, Kevin Peaty",4-Dec-20,2020,TV-Y7,46 min
s1209,TV Show,Captive,,9-Dec-16,2016,TV-MA,1 Season
s1210,TV Show,Car Masters: Rust to Riches,,27-Mar-20,2020,TV-PG,2 Seasons
s1211,Movie,Carbon,Olivier Marchal,1-Sep-18,2017,TV-MA,104 min
s1212,Movie,Cardboard Gangsters,Mark O'Connor,15-Sep-18,2016,TV-MA,92 min
s1213,TV Show,Cardcaptor Sakura,,1-Jun-20,1999,TV-Y7,2 Seasons
s1214,TV Show,Care Bears & Cousins,,5-Feb-16,2016,TV-Y,2 Seasons
s1215,TV Show,Care Bears: Welcome to Care-a-Lot,,2-Aug-19,2012,TV-Y,1 Season
s1216,Movie,Care of Kancharapalem,Maha Venkatesh,6-Sep-19,2018,TV-14,142 min
s1217,Movie,Caregiver,Chito S. Roño,5-Mar-19,2008,TV-14,131 min
s1218,Movie,Cargo,Arati Kadav,9-Sep-20,2020,TV-14,113 min
s1219,Movie,Carlos Almaraz: Playing with Fire,"Elsa Flores Almaraz, Richard J Montoya",1-Oct-20,2019,TV-14,83 min
s1220,Movie,Carlos Ballarta: El amor es de putos,"Jan Suter, Raúl Campos Delgado",21-Nov-16,2016,TV-MA,67 min
s1221,Movie,Carlos Ballarta: Furia Ñera,"Raúl Campos, Jan Suter",11-May-18,2018,TV-MA,63 min
s1222,TV Show,Carmel: Who Killed Maria Marta?,Alejandro Hartmann,5-Nov-20,2020,TV-14,1 Season
s1223,TV Show,Carmen Sandiego,,15-Jan-21,2021,TV-Y7,4 Seasons
s1224,Movie,Carmen Sandiego: To Steal or Not to Steal,Jos Humphrey,10-Mar-20,2020,TV-Y7,82 min
s1225,Movie,Carol,Todd Haynes,20-Oct-20,2015,R,119 min
s1226,TV Show,CAROLE & TUESDAY,,24-Dec-19,2019,TV-MA,2 Seasons
s1227,Movie,Carrie,Brian De Palma,1-Jun-19,1976,R,98 min
s1228,Movie,Carrie Pilby,Susan Johnson,5-Sep-17,2016,TV-MA,98 min
s1229,Movie,Carriers,"Àlex Pastor, David Pastor",20-Nov-19,2009,PG-13,85 min
s1230,Movie,Casa de mi Padre,Matt Piedmont,14-Nov-12,2012,R,84 min
s1231,Movie,Casablancas: The Man Who Loved Women,Hubert Woroniecki,13-Jan-17,2016,TV-14,82 min
s1232,TV Show,Case,,9-Nov-16,2015,TV-MA,1 Season
s1233,Movie,Case 39,Christian Alvart,1-Jan-21,2009,R,111 min
s1234,TV Show,Case Closed,,4-Jan-19,2015,TV-14,1 Season
s1235,Movie,Casino Royale,Martin Campbell,31-Aug-20,2006,PG-13,145 min
s1236,Movie,Casino Tycoon,Wong Jing,1-Aug-18,1992,TV-MA,125 min
s1237,Movie,Casino Tycoon 2,Wong Jing,16-Aug-18,1992,TV-MA,108 min
s1238,Movie,Casting JonBenet,Kitty Green,28-Apr-17,2017,TV-14,81 min
s1239,TV Show,Castle and Castle,,14-Feb-20,2018,TV-MA,1 Season
s1240,TV Show,Castle of Stars,,7-Sep-18,2015,TV-MA,1 Season
s1241,TV Show,Castlevania,,5-Mar-20,2020,TV-MA,3 Seasons
s1242,Movie,Cat on a Hot Tin Roof,Richard Brooks,1-Nov-19,1958,NR,108 min
s1243,Movie,Catch Me If You Can,Steven Spielberg,1-Jan-21,2002,PG-13,141 min
s1244,Movie,Catching Feelings,Kagiso Lediga,18-May-18,2018,TV-MA,117 min
s1245,Movie,Catching the Sun,Shalini Kantayya,22-Apr-16,2015,TV-14,74 min
s1246,Movie,Catfight,Onur Tukel,1-Jun-17,2016,TV-MA,96 min
s1247,TV Show,Cathedral of the Sea,,31-Aug-18,2017,TV-MA,1 Season
s1248,Movie,Cats & Dogs: The Revenge of Kitty Galore,Brad Peyton,1-Feb-19,2010,PG,82 min
s1249,Movie,Catwalk: Tales from the Cat Show Circuit,"Aaron Hancox, Michael McNamara",7-Jan-19,2018,TV-PG,75 min
s1250,TV Show,Caught on Camera,,15-Aug-16,2015,TV-MA,3 Seasons
s1251,Movie,Cave,Henrik Martin Dahlsbakken,15-Jun-17,2016,TV-MA,77 min
s1252,Movie,Cedric the Entertainer: Live from the Ville,Troy Miller,16-Sep-16,2016,TV-MA,60 min
s1253,Movie,Celebrity Marriage,Pascal Amanfo,6-Dec-19,2017,TV-PG,107 min
s1254,TV Show,Cells at Work!,,1-Jan-20,2018,TV-PG,1 Season
s1255,Movie,Celluloid Man,Shivendra Singh Dungarpur,1-Apr-17,2012,TV-PG,156 min
s1256,Movie,Cemara's Family,Yandy Laurens,24-Dec-20,2018,TV-G,110 min
s1257,Movie,Center Stage,Nicholas Hytner,1-Jan-20,2000,PG-13,116 min
s1258,Movie,Chaahat,Mahesh Bhatt,1-May-17,1996,TV-14,148 min
s1259,Movie,Chaar Sahibzaade,Harry Baweja,1-Nov-18,2014,TV-PG,126 min
s1260,Movie,Chadi Jawani Budhe Nu,,1-Sep-17,1976,TV-PG,135 min
s1261,Movie,Chal Bhaag,Prakash Balwant Saini,1-Dec-18,2014,TV-14,110 min
s1262,Movie,Chal Dhar Pakad,Aatmaram Dharne,15-Mar-18,2010,TV-14,129 min
s1263,Movie,Chal Mere Bhai,David Dhawan,31-Dec-19,2000,TV-14,132 min
s1264,Movie,Chalay Thay Saath,Umer Adil,15-May-18,2017,TV-14,118 min
s1265,TV Show,Challenger,,16-Sep-20,2020,TV-14,1 Season
s1266,Movie,Chalte Chalte,Aziz Mirza,1-Jul-18,2003,TV-14,166 min
s1267,Movie,Chaman Bahaar,Apurva Dhar Badgaiyann,19-Jun-20,2020,TV-MA,112 min
s1268,Movie,Chamatkar,Rajiv Mehra,15-May-17,1992,TV-14,164 min
s1269,TV Show,Chambers,,26-Apr-19,2019,TV-MA,1 Season
s1270,Movie,Chameli,Sudhir Mishra,15-Feb-19,2004,TV-14,102 min
s1271,TV Show,Champions,,8-Mar-19,2018,TV-14,1 Season
s1272,Movie,Chance Pe Dance,Ken Ghosh,1-Nov-18,2010,TV-14,121 min
s1273,Movie,Chandani: The Daughter of the Elephant Whisperer,Arne Birkenstock,1-Mar-17,2010,TV-G,87 min
s1274,Movie,Change in the Air,Dianne Dreyer,1-Mar-20,2018,PG,95 min
s1275,Movie,Chaotic Love Poems,Garin Nugroho,5-Jan-19,2016,TV-14,86 min
s1276,Movie,Chappaquiddick,John Curran,1-Oct-18,2017,PG-13,106 min
s1277,Movie,Chappie,Neill Blomkamp,1-Jan-19,2015,R,121 min
s1278,TV Show,Charité,,19-Apr-18,2017,TV-MA,1 Season
s1279,TV Show,Charité at War,,15-Jun-19,2019,TV-MA,1 Season
s1280,Movie,Charlie and the Chocolate Factory,Tim Burton,1-Jan-20,2005,PG,115 min
s1281,Movie,Charlie's Angels,McG,1-Oct-19,2000,PG-13,98 min
s1282,Movie,Charlie's Angels: Full Throttle,McG,1-Oct-19,2003,PG-13,106 min
s1283,TV Show,Charlie's Colorforms City,,22-Mar-19,2019,TV-Y,1 Season
s1284,Movie,Charlotte's Web,"Charles A. Nichols, Iwao Takamoto",23-Nov-19,1973,G,94 min
s1285,TV Show,Charmed,,9-May-20,2019,TV-14,2 Seasons
s1286,Movie,Charming,Ross Venokur,8-Jan-21,2021,TV-Y7,85 min
s1287,Movie,Chashme Baddoor,David Dhawan,5-Jul-20,2013,TV-14,121 min
s1288,Movie,Chashme Buddoor,David Dhawan,1-May-17,2013,TV-PG,121 min
s1289,Movie,Chasing Amy,Kevin Smith,1-Jan-20,1997,R,113 min
s1290,TV Show,Chasing Cameron,,27-Dec-16,2016,TV-14,1 Season
s1291,Movie,Chasing Coral,Jeff Orlowski,14-Jul-17,2017,TV-PG,89 min
s1292,TV Show,Chasing Monsters,," December 15, 2017",2016,TV-PG,2 Seasons
s1293,Movie,Chasing the Dragon,"Wong Jing, Jason Kwan",19-Apr-18,2017,TV-MA,129 min
s1294,Movie,Chasing Trane,John Scheinfeld,13-Nov-17,2016,TV-PG,99 min
s1295,Movie,Chatô: The King of Brazil,Guilherme Fontes,1-Oct-16,2015,TV-MA,105 min
s1296,Movie,Chauthi Koot,Gurvinder Singh,1-Feb-17,2015,TV-14,116 min
s1297,TV Show,Cheapest Weddings,,1-Dec-17,2016,TV-14,1 Season
s1298,TV Show,Check The Store Next Door: The Next Chapter,,2-Dec-20,2020,TV-14,2 Seasons
s1299,TV Show,Cheer,,8-Jan-20,2020,TV-MA,1 Season
s1300,TV Show,Cheer Squad,,14-Mar-17,2016,TV-PG,1 Season
s1301,TV Show,Cheers,," July 1, 2017",1992,TV-PG,11 Seasons
s1302,TV Show,Cheese in the Trap,Lee Yoon-jung,1-Oct-19,2016,TV-14,1 Season
s1303,Movie,Chef,Jon Favreau,1-Dec-20,2014,R,115 min
s1304,TV Show,Chef & My Fridge,," August 4, 2017",2017,TV-PG,2 Seasons
s1305,TV Show,Chef's Table,,22-Feb-19,2019,TV-MA,6 Seasons
s1306,TV Show,Chef's Table: BBQ,,2-Sep-20,2020,TV-14,1 Season
s1307,TV Show,Chef's Table: France,,2-Sep-16,2016,TV-14,1 Season
s1308,TV Show,Chelsea,,14-Apr-17,2017,TV-MA,2 Seasons
s1309,TV Show,Chelsea Does,,23-Jan-16,2016,TV-MA,1 Season
s1310,Movie,Chelsea Handler: Uganda Be Kidding Me Live,James Yukich,10-Oct-14,2014,TV-MA,71 min
s1311,Movie,Chelsea Peretti: One of the Greats,Lance Bangs,14-Nov-14,2014,TV-MA,75 min
s1312,Movie,Chennai Express,Rohit Shetty,31-Aug-18,2013,TV-14,135 min
s1313,Movie,Chernobyl Diaries,Bradley Parker,1-Aug-18,2012,R,88 min
s1314,TV Show,Cheuk Wan-Chi: Two Night Stand,,15-Dec-17,2015,TV-MA,1 Season
s1315,TV Show,Chewin' the Fat,,1-Oct-16,1999,TV-14,1 Season
s1316,TV Show,Chewing Gum,," April 4, 2017",2017,TV-MA,2 Seasons
s1317,TV Show,Chhota Bheem,,11-Jul-19,2019,TV-Y,1 Season
s1318,Movie,Chhota Bheem and the Curse of Damyaan,Rajiv Chilaka,1-Apr-20,2012,TV-Y7,87 min
s1319,Movie,Chhota Bheem Aur Kaala Yodha,"Sidheswar Shukla, Asit Mohapatra",10-May-19,2018,TV-Y7,63 min
s1320,Movie,Chhota Bheem Ka Romani Adventure,"Asit Mohapatra, Shyamal Chaulia",10-May-19,2018,TV-Y7,62 min
s1321,Movie,Chhota Bheem Ka Troll Se Takkar,"Shyamal Chaulia, Asit Mohapatra",10-May-19,2018,TV-Y7,62 min
s1322,TV Show,Chhota Bheem Kung Fu Dhamaka Series,,1-Jan-20,2019,TV-Y7,1 Season
s1323,Movie,Chhota Bheem Kungfu Dhamaka,"Rajiv Chilaka, Binayak Das",15-Aug-19,2019,TV-Y7,112 min
s1324,TV Show,Chicago Typewriter,,1-Oct-19,2017,TV-14,1 Season
s1325,Movie,Chicken Kokkachi,Anuranjan Premji,1-Jul-18,2017,TV-14,113 min
s1326,Movie,Chicken Little,Mark Dindal,16-Mar-16,2005,G,82 min
s1327,TV Show,Chicken Soup for the Soul's Being Dad,,27-Aug-18,2018,TV-MA,1 Season
s1328,Movie,Chico Bon Bon and the Very Berry Holiday,Darragh O'Connell,3-Dec-20,2020,TV-Y,25 min
